,productType,year,profit
3667,재간접,2021,0.0
3668,재간접,2021,-28.68
3669,재간접,2021,15.16
3670,부동산,2021,-1.78
3671,재간접,2021,15.13
3672,재간접,2021,23.87
3673,재간접,2021,14.23
3674,재간접,2021,13.72
3675,재간접,2021,-3.32
3676,주식형,2021,14.78
3677,재간접,2021,-4.6
3678,재간접,2021,3.77
3679,파생상품,2021,-9.12
3680,재간접,2021,2.42
3681,재간접,2021,7.49
3682,주식형,2021,11.14
3683,재간접,2021,18.91
3684,주식형,2021,21.42
3685,혼합채권형,2021,5.46
3686,채권형,2021,-5.02
3687,재간접,2021,-18.36
3688,주식형,2021,11.4
3689,재간접,2021,15.07
3690,주식형,2021,58.83
3691,주식형,2021,14.43
3692,채권형,2021,-0.54
3693,주식형,2021,24.66
3694,주식형,2021,0.0
3695,주식형,2021,7.56
3696,주식형,2021,9.79
3697,주식형,2021,19.84
3698,재간접,2021,-3.64
3699,주식형,2021,-3.45
3700,재간접,2021,28.31
3701,주식형,2021,29.44
3702,파생상품,2021,14.29
3703,재간접,2021,-3.75
3704,재간접,2021,5.37
3705,재간접,2021,1.65
3706,주식형,2021,-1.77
3707,주식형,2021,-21.46
3708,부동산,2021,20.87
3709,주식형,2021,21.46
3710,혼합채권형,2021,0.0
3711,재간접,2021,21.59
3712,혼합채권형,2021,3.82
3713,혼합채권형,2021,0.86
3714,채권형,2021,-2.98
3715,주식형,2021,-9.08
3716,주식형,2021,27.59
3717,주식형,2021,-24.23
3718,주식형,2021,-8.23
3719,재간접,2021,-1.27
3720,주식형,2021,10.94
3721,주식형,2021,11.38
3722,재간접,2021,0.0
3723,부동산,2021,8.84
3724,파생상품,2021,-8.1
3725,주식형,2021,41.63
3726,파생상품,2021,-4.47
3727,주식형,2021,13.1
3728,재간접,2021,-0.55
3729,주식형,2021,0.0
3730,주식형,2021,13.8
3731,주식형,2021,1.37
3732,재간접,2021,-19.53
3733,혼합채권형,2021,0.65
3734,혼합채권형,2021,8.68
3735,재간접,2021,12.52
3736,주식형,2021,-0.62
3737,주식형,2021,-19.26
3738,혼합주식형,2021,3.22
3739,재간접,2021,29.85
3740,재간접,2021,-28.98
3741,채권형,2021,4.49
3742,주식형,2021,0.0
3743,재간접,2021,-10.19
3744,주식형,2021,3.94
3745,재간접,2021,-1.7
3746,주식형,2021,0.0
3747,주식형,2021,0.0
3748,주식형,2021,0.0
3749,재간접,2021,
3750,재간접,2021,-26.63
3751,주식형,2021,0.0
3752,주식형,2021,1.79
3753,주식형,2021,1.57
3754,주식형,2021,0.0
3755,재간접,2021,-8.07
3756,재간접,2021,0.0
3757,주식형,2021,7.32
3758,재간접,2021,
3759,주식형,2021,13.28
3760,주식형,2021,12.02
3761,파생상품,2021,-4.78
3762,주식형,2021,0.0
3763,재간접,2021,-1.08
3764,단기금융,2020,-0.58
3765,주식형,2020,28.49
3766,주식형,2020,23.61
3767,주식형,2020,15.48
3768,재간접,2020,9.89
3769,재간접,2020,15.15
3770,주식형,2020,35.1
3771,재간접,2020,1.65
3772,재간접,2020,27.62
3773,재간접,2020,33.63
3774,단기금융,2020,1.17
3775,주식형,2020,39.16
3776,재간접,2020,35.76
3777,주식형,2020,9.05
3778,재간접,2020,16.12
3779,재간접,2020,25.18
3780,주식형,2020,35.86
3781,재간접,2020,2.92
3782,단기금융,2020,-0.57
3783,재간접,2020,26.19
3784,혼합주식형,2020,25.13
3785,재간접,2020,0.2
3786,재간접,2020,9.18
3787,주식형,2020,40.22
3788,주식형,2020,38.63
3789,주식형,2020,35.98
3790,재간접,2020,0.95
3791,단기금융,2020,1.03
3792,재간접,2020,11.48
3793,재간접,2020,4.94
3794,재간접,2020,32.38
3795,주식형,2020,37.24
3796,재간접,2020,17.79
3797,재간접,2020,10.12
3798,주식형,2020,17.99
3799,주식형,2020,57.85
3800,재간접,2020,10.51
3801,단기금융,2020,0.67
3802,재간접,2020,35.96
3803,주식형,2020,22.83
3804,혼합주식형,2020,28.13
3805,주식형,2020,32.86
3806,재간접,2020,20.32
3807,재간접,2020,5.49
3808,혼합주식형,2020,15.45
3809,혼합채권형,2020,11.5
3810,주식형,2020,55.73
3811,채권형,2020,1.87
3812,단기금융,2020,1.13
3813,재간접,2020,0.64
3814,재간접,2020,25.27
3815,단기금융,2020,0.91
3816,단기금융,2020,0.83
3817,재간접,2020,45.04
3818,재간접,2020,22.11
3819,재간접,2020,107.52
3820,채권형,2020,1.47
3821,재간접,2020,-4.23
3822,재간접,2020,18.89
3823,주식형,2020,24.66
3824,채권형,2020,1.51
3825,혼합주식형,2020,2.78
3826,혼합채권형,2020,5.11
3827,재간접,2020,31.33
3828,채권형,2020,0.79
3829,재간접,2020,28.68
3830,재간접,2020,7.86
3831,혼합주식형,2020,28.37
3832,재간접,2020,1.14
3833,재간접,2020,1.0
3834,채권형,2020,0.79
3835,재간접,2020,6.05
3836,재간접,2020,9.79
3837,주식형,2020,46.94
3838,재간접,2020,8.85
3839,주식형,2020,27.87
3840,혼합주식형,2020,3.32
3841,재간접,2020,35.21
3842,재간접,2020,126.05
3843,단기금융,2020,0.86
3844,채권형,2020,1.99
3845,재간접,2020,34.62
3846,주식형,2020,44.12
3847,주식형,2020,58.41
3848,주식형,2020,22.51
3849,재간접,2020,96.42
3850,주식형,2020,30.66
3851,재간접,2020,20.82
3852,단기금융,2020,1.13
3853,주식형,2020,11.0
3854,파생상품,2020,9.36
3855,주식형,2020,34.61
3856,재간접,2020,10.37
3857,주식형,2020,31.14
3858,단기금융,2020,0.11
3859,재간접,2020,24.34
3860,재간접,2020,190.31
3861,주식형,2020,29.17
3862,채권형,2020,1.53
3863,채권형,2020,-0.47
3864,혼합채권형,2020,7.05
3865,재간접,2020,35.47
3866,재간접,2020,6.49
3867,재간접,2020,12.93
3868,재간접,2020,8.89
3869,파생상품,2020,29.38
3870,주식형,2020,11.85
3871,혼합채권형,2020,6.57
3872,재간접,2020,9.95
3873,주식형,2020,6.25
3874,주식형,2020,22.39
3875,단기금융,2020,0.56
3876,재간접,2020,-49.31
3877,주식형,2020,31.3
3878,재간접,2020,0.76
3879,재간접,2020,8.27
3880,재간접,2020,39.48
3881,파생상품,2020,44.4
3882,주식형,2020,52.71
3883,재간접,2020,11.58
3884,재간접,2020,74.73
3885,재간접,2020,29.91
3886,재간접,2020,7.86
3887,단기금융,2020,0.7
3888,재간접,2020,14.22
3889,주식형,2020,14.8
3890,재간접,2020,11.29
3891,주식형,2020,21.15
3892,채권형,2020,0.66
3893,혼합채권형,2020,5.37
3894,재간접,2020,-7.16
3895,파생상품,2020,38.06
3896,재간접,2020,11.4
3897,재간접,2020,5.5
3898,주식형,2020,52.35
3899,재간접,2020,-40.27
3900,채권형,2020,0.52
3901,단기금융,2020,0.46
3902,재간접,2020,24.04
3903,주식형,2020,45.1
3904,재간접,2020,2.7
3905,재간접,2020,75.29
3906,채권형,2020,1.88
3907,재간접,2020,8.33
3908,파생상품,2020,41.05
3909,재간접,2020,33.99
3910,주식형,2020,32.6
3911,재간접,2020,13.73
3912,재간접,2020,2.59
3913,재간접,2020,2.78
3914,재간접,2020,40.49
3915,주식형,2020,35.95
3916,채권형,2020,1.61
3917,재간접,2020,10.37
3918,주식형,2020,-12.92
3919,재간접,2020,9.54
3920,부동산,2020,-16.19
3921,채권형,2020,1.35
3922,주식형,2020,35.03
3923,재간접,2020,13.48
3924,주식형,2020,0.0
3925,주식형,2020,16.58
3926,주식형,2020,40.54
3927,주식형,2020,34.6
3928,주식형,2020,33.5
3929,재간접,2020,113.5
3930,주식형,2020,38.8
3931,재간접,2020,14.16
3932,혼합채권형,2020,2.2
3933,주식형,2020,43.46
3934,단기금융,2020,0.68
3935,재간접,2020,0.0
3936,주식형,2020,29.98
3937,채권형,2020,0.57
3938,혼합주식형,2020,3.26
3939,재간접,2020,21.6
3940,주식형,2020,173.95
3941,재간접,2020,7.69
3942,주식형,2020,34.64
3943,채권형,2020,1.56
3944,주식형,2020,54.13
3945,주식형,2020,51.88
3946,재간접,2020,12.43
3947,재간접,2020,4.28
3948,채권형,2020,-10.89
3949,재간접,2020,12.33
3950,주식형,2020,35.06
3951,주식형,2020,52.65
3952,주식형,2020,29.22
3953,재간접,2020,0.93
3954,주식형,2020,23.39
3955,주식형,2020,2.17
3956,주식형,2020,37.31
3957,혼합채권형,2020,5.61
3958,주식형,2020,25.09
3959,재간접,2020,
3960,재간접,2020,9.69
3961,재간접,2020,8.06
3962,재간접,2020,45.81
3963,주식형,2020,7.11
3964,혼합채권형,2020,9.26
3965,단기금융,2020,0.78
3966,단기금융,2020,0.59
3967,주식형,2020,31.07
3968,주식형,2020,8.32
3969,주식형,2020,34.48
3970,채권형,2020,0.94
3971,주식형,2020,24.45
3972,주식형,2020,41.17
3973,채권형,2020,0.75
3974,주식형,2020,40.55
3975,주식형,2020,19.87
3976,재간접,2020,10.29
3977,재간접,2020,12.75
3978,채권형,2020,1.7
3979,재간접,2020,70.71
3980,재간접,2020,58.69
3981,재간접,2020,8.06
3982,재간접,2020,3.18
3983,재간접,2020,32.03
3984,혼합채권형,2020,2.59
3985,재간접,2020,-5.34
3986,재간접,2020,45.84
3987,재간접,2020,10.43
3988,재간접,2020,0.0
3989,재간접,2020,9.32
3990,주식형,2020,36.75
3991,재간접,2020,-5.12
3992,주식형,2020,22.32
3993,재간접,2020,0.54
3994,혼합채권형,2020,6.52
3995,주식형,2020,42.15
3996,재간접,2020,8.93
3997,주식형,2020,37.82
3998,주식형,2020,0.0
3999,재간접,2020,0.0
4000,재간접,2020,19.04
4001,주식형,2020,0.0
4002,혼합채권형,2020,11.37
4003,재간접,2020,33.16
4004,채권형,2020,1.29
4005,주식형,2020,0.0
4006,재간접,2020,-4.88
4007,재간접,2020,12.37
4008,주식형,2020,6.09
4009,주식형,2020,40.18
4010,채권형,2020,0.59
4011,채권형,2020,1.94
4012,재간접,2020,7.86
4013,주식형,2020,43.02
4014,재간접,2020,9.17
4015,재간접,2020,11.45
4016,재간접,2020,9.02
4017,주식형,2020,0.0
4018,재간접,2020,16.68
4019,재간접,2020,20.34
4020,주식형,2020,26.21
4021,혼합채권형,2020,17.7
4022,혼합채권형,2020,10.01
4023,혼합채권형,2020,4.19
4024,재간접,2020,-6.38
4025,재간접,2020,-5.49
4026,재간접,2020,9.25
4027,혼합주식형,2020,24.6
4028,재간접,2020,5.86
4029,주식형,2020,0.48
4030,파생상품,2020,10.87
4031,재간접,2020,8.45
4032,재간접,2020,11.05
4033,주식형,2020,280.35
4034,주식형,2020,22.06
4035,주식형,2020,39.31
4036,재간접,2020,0.0
4037,주식형,2020,12.28
4038,재간접,2020,11.43
4039,혼합채권형,2020,2.36
4040,재간접,2020,77.67
4041,주식형,2020,44.05
4042,주식형,2020,27.29
4043,재간접,2020,-6.67
4044,파생상품,2020,31.0
4045,재간접,2020,12.86
4046,주식형,2020,11.5
4047,재간접,2020,11.46
4048,재간접,2020,7.2
4049,단기금융,2020,0.9
4050,주식형,2020,42.39
4051,재간접,2020,23.07
4052,재간접,2020,64.83
4053,재간접,2020,5.11
4054,채권형,2020,0.11
4055,주식형,2020,21.45
4056,채권형,2020,0.18
4057,재간접,2020,50.26
4058,재간접,2020,79.54
4059,재간접,2020,28.09
4060,채권형,2020,2.22
4061,재간접,2020,12.24
4062,주식형,2020,29.39
4063,혼합채권형,2020,8.36
4064,주식형,2020,8.44
4065,주식형,2020,20.04
4066,재간접,2020,6.03
4067,재간접,2020,2.33
4068,채권형,2020,1.83
4069,재간접,2020,13.36
4070,재간접,2020,-7.59
4071,재간접,2020,6.16
4072,재간접,2020,10.06
4073,혼합주식형,2020,21.53
4074,주식형,2020,45.27
4075,단기금융,2020,1.1
4076,재간접,2020,0.0
4077,재간접,2020,21.42
4078,재간접,2020,21.71
4079,채권형,2020,-0.38
4080,주식형,2020,21.91
4081,단기금융,2020,1.41
4082,주식형,2020,38.94
4083,파생상품,2020,4.14
4084,혼합채권형,2020,13.74
4085,재간접,2020,15.48
4086,주식형,2020,43.76
4087,주식형,2020,7.7
4088,재간접,2020,94.55
4089,부동산,2020,0.0
4090,혼합채권형,2020,7.69
4091,주식형,2020,0.0
4092,주식형,2020,18.71
4093,재간접,2020,17.27
4094,재간접,2020,19.36
4095,채권형,2020,2.42
4096,주식형,2020,27.57
4097,재간접,2020,5.37
4098,주식형,2020,56.02
4099,채권형,2020,-5.8
4100,주식형,2020,17.79
4101,재간접,2020,14.62
4102,주식형,2020,42.56
4103,채권형,2020,1.59
4104,주식형,2020,26.43
4105,채권형,2020,3.48
4106,채권형,2020,1.22
4107,혼합채권형,2020,8.95
4108,주식형,2020,-13.15
4109,재간접,2020,88.72
4110,혼합채권형,2020,3.57
4111,주식형,2020,0.0
4112,재간접,2020,-1.32
4113,재간접,2020,11.43
4114,재간접,2020,12.52
4115,단기금융,2020,0.92
4116,주식형,2020,54.19
4117,재간접,2020,-5.39
4118,혼합채권형,2020,0.0
4119,주식형,2020,27.31
4120,재간접,2020,51.11
4121,주식형,2020,44.3
4122,혼합주식형,2020,24.2
4123,재간접,2020,18.4
4124,혼합주식형,2020,-1.67
4125,주식형,2020,-6.41
4126,주식형,2020,0.0
4127,재간접,2020,12.53
4128,혼합주식형,2020,19.84
4129,채권형,2020,1.52
4130,재간접,2020,21.51
4131,주식형,2020,14.08
4132,혼합채권형,2020,8.79
4133,주식형,2020,52.04
4134,채권형,2020,1.97
4135,재간접,2020,2.75
4136,혼합채권형,2020,5.18
4137,재간접,2020,21.7
4138,혼합채권형,2020,7.85
4139,채권형,2020,1.47
4140,특별자산,2020,-7.29
4141,주식형,2020,37.59
4142,주식형,2020,12.56
4143,주식형,2020,23.36
4144,혼합주식형,2020,19.48
4145,주식형,2020,0.0
4146,주식형,2020,0.0
4147,단기금융,2020,-0.38
4148,주식형,2020,-11.97
4149,재간접,2020,-0.39
4150,주식형,2020,2.69
4151,혼합자산,2020,1.98
4152,재간접,2020,0.0
4153,재간접,2020,16.46
4154,주식형,2020,-5.54
4155,재간접,2020,16.82
4156,재간접,2020,0.0
4157,재간접,2020,6.09
4158,주식형,2020,29.59
4159,단기금융,2020,1.01
4160,주식형,2020,31.03
4161,재간접,2020,19.75
4162,주식형,2020,24.54
4163,주식형,2020,-0.54
4164,재간접,2020,100.0
4165,주식형,2020,32.51
4166,채권형,2020,1.39
4167,주식형,2020,56.61
4168,주식형,2020,20.7
4169,주식형,2020,-1.09
4170,채권형,2020,0.86
4171,재간접,2020,41.85
4172,재간접,2020,-6.34
4173,부동산,2020,-17.55
4174,재간접,2020,-0.07
4175,재간접,2020,13.64
4176,주식형,2020,9.69
4177,재간접,2020,70.93
4178,재간접,2020,-3.6
4179,재간접,2020,25.48
4180,주식형,2020,7.48
4181,재간접,2020,11.14
4182,단기금융,2020,0.2
4183,주식형,2020,58.56
4184,주식형,2020,37.53
4185,혼합채권형,2020,5.62
4186,재간접,2020,-3.37
4187,재간접,2020,0.0
4188,재간접,2020,9.3
4189,채권형,2020,-0.21
4190,단기금융,2020,0.68
4191,주식형,2020,10.61
4192,파생상품,2020,41.13
4193,재간접,2020,5.18
4194,재간접,2020,15.32
4195,혼합주식형,2020,23.0
4196,재간접,2020,35.77
4197,파생상품,2020,10.92
4198,주식형,2020,29.85
4199,재간접,2020,42.83
4200,주식형,2020,11.96
4201,주식형,2020,26.79
4202,주식형,2020,22.01
4203,주식형,2020,72.85
4204,주식형,2020,43.19
4205,재간접,2020,15.41
4206,파생상품,2020,14.26
4207,주식형,2020,0.0
4208,재간접,2020,30.83
4209,재간접,2020,0.0
4210,재간접,2020,5.05
4211,파생상품,2020,2.05
4212,혼합주식형,2020,23.83
4213,주식형,2020,39.55
4214,재간접,2020,12.77
4215,단기금융,2020,0.75
4216,주식형,2020,10.75
4217,재간접,2020,60.48
4218,재간접,2020,30.47
4219,재간접,2020,44.5
4220,파생상품,2020,7.05
4221,주식형,2020,32.03
4222,채권형,2020,1.01
4223,재간접,2020,25.02
4224,주식형,2020,21.25
4225,재간접,2020,0.1
4226,단기금융,2020,0.83
4227,주식형,2020,0.0
4228,주식형,2020,37.98
4229,단기금융,2020,1.16
4230,주식형,2020,0.0
4231,재간접,2020,0.0
4232,혼합채권형,2020,2.86
4233,주식형,2020,0.0
4234,주식형,2020,1.28
4235,재간접,2020,-2.35
4236,주식형,2020,51.58
4237,주식형,2020,-0.22
4238,파생상품,2020,16.93
4239,재간접,2020,9.61
4240,재간접,2020,-1.19
4241,재간접,2020,9.63
4242,주식형,2020,38.4
4243,혼합주식형,2020,8.16
4244,주식형,2020,39.91
4245,주식형,2020,8.9
4246,주식형,2020,40.24
4247,혼합채권형,2020,9.2
4248,주식형,2020,39.87
4249,재간접,2020,13.43
4250,재간접,2020,-3.54
4251,재간접,2020,5.09
4252,주식형,2020,0.0
4253,재간접,2020,-0.4
4254,주식형,2020,-16.33
4255,주식형,2020,0.0
4256,재간접,2020,3.58
4257,주식형,2020,39.02
4258,주식형,2020,50.36
4259,혼합채권형,2020,3.39
4260,혼합채권형,2020,3.21
4261,채권형,2020,0.23
4262,재간접,2020,10.27
4263,주식형,2020,13.15
4264,재간접,2020,0.05
4265,혼합채권형,2020,0.0
4266,주식형,2020,43.63
4267,혼합채권형,2020,7.75
4268,채권형,2020,2.22
4269,재간접,2020,29.24
4270,주식형,2020,23.74
4271,파생상품,2020,5.09
4272,주식형,2020,27.01
4273,주식형,2020,41.92
4274,혼합자산,2020,1.36
4275,파생상품,2020,40.52
4276,채권형,2020,1.87
4277,재간접,2020,
4278,주식형,2020,-6.31
4279,주식형,2020,25.62
4280,혼합채권형,2020,3.0
4281,재간접,2020,33.77
4282,단기금융,2020,-0.75
4283,재간접,2020,0.0
4284,혼합채권형,2020,8.8
4285,재간접,2020,1.8
4286,재간접,2020,-20.6
4287,주식형,2020,-77.37
4288,혼합주식형,2020,47.59
4289,주식형,2020,25.75
4290,재간접,2020,0.0
4291,재간접,2020,7.45
4292,채권형,2020,-3.6
4293,혼합채권형,2020,17.02
4294,재간접,2020,5.92
4295,주식형,2020,344.92
4296,혼합채권형,2020,0.0
4297,주식형,2020,38.9
4298,재간접,2020,21.13
4299,재간접,2020,-0.86
4300,재간접,2020,5.25
4301,혼합채권형,2020,11.94
4302,혼합채권형,2020,0.0
4303,파생상품,2020,33.52
4304,주식형,2020,36.7
4305,주식형,2020,41.84
4306,재간접,2020,2.06
4307,재간접,2020,1.01
4308,재간접,2020,7.36
4309,재간접,2020,4.86
4310,재간접,2020,-2.85
4311,재간접,2020,-51.86
4312,재간접,2020,-7.55
4313,혼합채권형,2020,8.46
4314,채권형,2020,1.04
4315,주식형,2020,6.46
4316,주식형,2020,-0.34
4317,주식형,2020,62.12
4318,파생상품,2020,42.03
4319,혼합주식형,2020,-0.52
4320,채권형,2020,1.88
4321,부동산,2020,0.0
4322,혼합자산,2020,0.79
4323,주식형,2020,26.99
4324,주식형,2020,27.46
4325,재간접,2020,8.14
4326,채권형,2020,1.75
4327,재간접,2020,8.5
4328,재간접,2020,3.0
4329,주식형,2020,8.07
4330,채권형,2020,2.16
4331,재간접,2020,
4332,주식형,2020,0.0
4333,혼합채권형,2020,4.16
4334,재간접,2020,6.05
4335,재간접,2020,16.89
4336,주식형,2020,2.9
4337,재간접,2020,7.03
4338,재간접,2020,19.69
4339,재간접,2020,-0.5
4340,재간접,2020,9.9
4341,재간접,2020,6.75
4342,주식형,2020,0.0
4343,주식형,2020,0.0
4344,재간접,2020,-25.37
4345,재간접,2020,7.72
4346,주식형,2020,41.8
4347,재간접,2020,8.08
4348,혼합주식형,2020,20.42
4349,주식형,2020,38.19
4350,주식형,2020,0.0
4351,재간접,2020,8.46
4352,주식형,2020,0.0
4353,주식형,2020,49.79
4354,재간접,2020,10.08
4355,재간접,2020,3.42
4356,혼합채권형,2020,17.2
4357,부동산,2020,0.0
4358,재간접,2020,-0.44
4359,주식형,2020,37.16
4360,주식형,2020,41.57
4361,주식형,2020,29.21
4362,재간접,2020,32.54
4363,주식형,2020,5.44
4364,재간접,2020,42.67
4365,재간접,2020,11.37
4366,주식형,2020,42.2
4367,주식형,2020,35.3
4368,재간접,2020,0.14
4369,주식형,2020,0.0
4370,주식형,2020,0.0
4371,혼합채권형,2020,6.38
4372,재간접,2020,3.56
4373,주식형,2020,6.8
4374,파생상품,2020,6.29
4375,주식형,2020,3.71
4376,부동산,2020,-14.3
4377,재간접,2020,66.56
4378,재간접,2020,0.91
4379,파생상품,2020,-7.29
4380,재간접,2020,0.75
4381,주식형,2020,-24.83
4382,파생상품,2020,17.78
4383,채권형,2020,1.06
4384,채권형,2020,1.05
4385,재간접,2020,-1.4
4386,재간접,2020,9.61
4387,재간접,2020,9.57
4388,혼합채권형,2020,7.31
4389,재간접,2020,9.23
4390,주식형,2020,31.05
4391,재간접,2020,1.0
4392,혼합주식형,2020,21.75
4393,채권형,2020,-2.83
4394,재간접,2020,-3.87
4395,혼합채권형,2020,12.58
4396,혼합채권형,2020,0.0
4397,혼합채권형,2020,2.78
4398,주식형,2020,33.11
4399,재간접,2020,91.47
4400,혼합주식형,2020,8.62
4401,주식형,2020,23.54
4402,혼합채권형,2020,11.2
4403,채권형,2020,1.09
4404,재간접,2020,0.0
4405,혼합채권형,2020,0.0
4406,재간접,2020,-6.78
4407,혼합채권형,2020,1.69
4408,단기금융,2020,1.38
4409,주식형,2020,31.89
4410,혼합채권형,2020,8.71
4411,혼합주식형,2020,17.03
4412,재간접,2020,7.53
4413,주식형,2020,13.54
4414,재간접,2020,13.51
4415,재간접,2020,4.08
4416,재간접,2020,0.0
4417,재간접,2020,1.93
4418,주식형,2020,39.86
4419,혼합채권형,2020,4.39
4420,주식형,2020,11.81
4421,주식형,2020,31.96
4422,주식형,2020,-5.88
4423,재간접,2020,15.66
4424,주식형,2020,0.0
4425,재간접,2020,44.52
4426,재간접,2020,-5.85
4427,재간접,2020,2.9
4428,파생상품,2020,0.55
4429,재간접,2020,-1.28
4430,주식형,2020,7.96
4431,부동산,2020,-12.92
4432,파생상품,2020,-0.24
4433,주식형,2020,25.12
4434,혼합채권형,2020,10.9
4435,재간접,2020,19.75
4436,재간접,2020,-4.63
4437,주식형,2020,0.0
4438,재간접,2020,31.06
4439,파생상품,2020,0.15
4440,재간접,2020,4.48
4441,주식형,2020,31.4
4442,혼합주식형,2020,25.47
4443,주식형,2020,36.84
4444,재간접,2020,4.32
4445,재간접,2020,128.72
4446,재간접,2020,5.64
4447,재간접,2020,39.66
4448,채권형,2020,1.85
4449,혼합채권형,2020,3.25
4450,단기금융,2020,0.98
4451,주식형,2020,0.0
4452,혼합자산,2020,2.78
4453,재간접,2020,0.0
4454,주식형,2020,0.0
4455,재간접,2020,23.49
4456,재간접,2020,3.35
4457,주식형,2020,36.39
4458,재간접,2020,60.77
4459,주식형,2020,41.58
4460,주식형,2020,-0.74
4461,혼합자산,2020,0.49
4462,주식형,2020,76.15
4463,혼합주식형,2020,9.03
4464,재간접,2020,9.11
4465,재간접,2020,-35.74
4466,재간접,2020,31.09
4467,재간접,2020,15.68
4468,재간접,2020,-15.29
4469,주식형,2020,38.21
4470,재간접,2020,37.62
4471,재간접,2020,-5.28
4472,주식형,2020,32.4
4473,재간접,2020,10.55
4474,채권형,2020,1.15
4475,파생상품,2020,36.27
4476,주식형,2020,9.29
4477,주식형,2020,-4.32
4478,재간접,2020,10.11
4479,주식형,2020,0.0
4480,혼합주식형,2020,8.5
4481,재간접,2020,0.0
4482,채권형,2020,-3.06
4483,채권형,2020,0.05
4484,재간접,2020,13.79
4485,채권형,2020,1.59
4486,재간접,2020,21.04
4487,재간접,2020,-22.15
4488,재간접,2020,0.69
4489,재간접,2020,0.0
4490,주식형,2020,0.0
4491,재간접,2020,38.74
4492,주식형,2020,0.0
4493,부동산,2020,0.0
4494,혼합주식형,2020,23.36
4495,주식형,2020,0.0
4496,주식형,2020,18.06
4497,단기금융,2020,0.54
4498,재간접,2020,5.62
4499,주식형,2020,0.0
4500,주식형,2020,42.22
4501,재간접,2020,4.13
4502,파생상품,2020,-11.72
4503,주식형,2020,14.23
4504,주식형,2020,0.0
4505,주식형,2020,14.13
4506,혼합자산,2020,0.0
4507,재간접,2020,17.43
4508,혼합자산,2020,12.59
4509,부동산,2020,0.0
4510,재간접,2020,12.45
4511,주식형,2020,47.75
4512,주식형,2020,33.1
4513,주식형,2020,20.12
4514,혼합채권형,2020,2.17
4515,재간접,2020,-4.05
4516,채권형,2020,0.62
4517,재간접,2020,12.74
4518,재간접,2020,13.39
4519,재간접,2020,-20.39
4520,재간접,2020,7.94
4521,파생상품,2020,57.03
4522,주식형,2020,30.9
4523,특별자산,2020,2.23
4524,재간접,2020,37.03
4525,파생상품,2020,10.84
4526,파생상품,2020,9.41
4527,채권형,2020,0.87
4528,주식형,2020,27.69
4529,재간접,2020,-0.55
4530,혼합주식형,2020,39.39
4531,채권형,2020,-0.01
4532,재간접,2020,0.0
4533,재간접,2020,8.34
4534,재간접,2020,3.02
4535,재간접,2020,9.25
4536,주식형,2020,27.42
4537,재간접,2020,12.25
4538,주식형,2020,23.17
4539,재간접,2020,0.96
4540,재간접,2020,12.27
4541,재간접,2020,3.63
4542,주식형,2020,31.42
4543,재간접,2020,0.0
4544,단기금융,2020,0.0
4545,주식형,2020,5.32
4546,파생상품,2020,41.59
4547,주식형,2020,18.13
4548,주식형,2020,-1.14
4549,재간접,2020,6.04
4550,혼합주식형,2020,23.47
4551,재간접,2020,12.87
4552,파생상품,2020,10.56
4553,재간접,2020,0.65
4554,주식형,2020,10.73
4555,주식형,2020,40.66
4556,주식형,2020,33.08
4557,혼합채권형,2020,6.58
4558,채권형,2020,2.16
4559,혼합자산,2020,3.79
4560,재간접,2020,16.44
4561,재간접,2020,-7.11
4562,주식형,2020,0.0
4563,채권형,2020,0.05
4564,혼합채권형,2020,7.35
4565,주식형,2020,43.27
4566,채권형,2020,1.33
4567,재간접,2020,5.32
4568,채권형,2020,-3.54
4569,파생상품,2020,8.86
4570,주식형,2020,-49.11
4571,재간접,2020,7.38
4572,주식형,2020,21.14
4573,주식형,2020,33.08
4574,특별자산,2020,-24.13
4575,주식형,2020,10.61
4576,재간접,2020,5.2
4577,주식형,2020,56.94
4578,특별자산,2020,-34.24
4579,재간접,2020,-55.09
4580,재간접,2020,6.05
4581,채권형,2020,-5.85
4582,주식형,2020,31.27
4583,재간접,2020,43.09
4584,주식형,2020,36.09
4585,채권형,2020,2.43
4586,주식형,2020,26.05
4587,재간접,2020,18.29
4588,주식형,2020,0.0
4589,주식형,2020,60.08
4590,주식형,2020,4.08
4591,주식형,2020,0.0
4592,재간접,2020,3.8
4593,주식형,2020,16.83
4594,재간접,2020,28.26
4595,채권형,2020,1.28
4596,주식형,2020,33.71
4597,재간접,2020,32.6
4598,재간접,2020,14.56
4599,재간접,2020,11.0
4600,혼합채권형,2020,17.1
4601,혼합채권형,2020,8.33
4602,주식형,2020,22.88
4603,재간접,2020,14.25
4604,재간접,2020,13.26
4605,재간접,2020,2.35
4606,주식형,2020,49.02
4607,재간접,2020,5.83
4608,재간접,2020,40.17
4609,주식형,2020,49.4
4610,채권형,2020,0.35
4611,재간접,2020,8.8
4612,재간접,2020,8.39
4613,재간접,2020,32.66
4614,주식형,2020,22.45
4615,주식형,2020,30.12
4616,재간접,2020,3.0
4617,재간접,2020,41.83
4618,주식형,2020,3.1
4619,부동산,2020,-21.81
4620,재간접,2020,5.74
4621,주식형,2020,48.46
4622,재간접,2020,-4.29
4623,주식형,2020,21.38
4624,재간접,2020,15.93
4625,재간접,2020,5.11
4626,주식형,2020,15.2
4627,주식형,2020,42.06
4628,재간접,2020,5.29
4629,주식형,2020,23.85
4630,혼합채권형,2020,0.0
4631,주식형,2020,5.41
