,productType,year,profit
1705,혼합채권형,2022,-6.72
1706,재간접,2022,4.44
1707,주식형,2022,-37.64
1708,채권형,2022,-5.74
1709,주식형,2022,-64.54
1710,재간접,2022,-8.07
1711,주식형,2022,-30.87
1712,주식형,2022,-78.41
1713,재간접,2022,-23.94
1714,주식형,2022,-20.96
1715,혼합채권형,2022,-17.93
1716,재간접,2022,-14.52
1717,혼합주식형,2022,-6.81
1718,주식형,2022,-33.27
1719,채권형,2022,-30.36
1720,주식형,2022,-43.44
1721,재간접,2022,-10.91
1722,재간접,2022,-25.53
1723,주식형,2022,-40.4
1724,파생상품,2022,-53.03
1725,재간접,2022,-25.13
1726,재간접,2022,-13.12
1727,혼합채권형,2022,-0.96
1728,주식형,2022,-32.17
1729,주식형,2022,-37.28
1730,혼합채권형,2022,-6.93
1731,재간접,2022,-15.63
1732,채권형,2022,-9.18
1733,주식형,2022,-9.95
1734,재간접,2022,-2.98
1735,주식형,2022,-34.38
1736,재간접,2022,-14.37
1737,주식형,2022,-2.32
1738,주식형,2022,-24.09
1739,재간접,2022,6.89
1740,주식형,2022,-22.97
1741,주식형,2022,-19.27
1742,혼합채권형,2022,-12.3
1743,재간접,2022,-23.96
1744,주식형,2022,-48.28
1745,주식형,2022,-35.39
1746,재간접,2022,-23.71
1747,재간접,2022,-36.5
1748,재간접,2022,-15.77
1749,혼합채권형,2022,-7.0
1750,재간접,2022,-21.62
1751,채권형,2022,-12.33
1752,혼합주식형,2022,-14.04
1753,혼합채권형,2022,-9.7
1754,재간접,2022,-5.74
1755,재간접,2022,-22.03
1756,주식형,2022,5.02
1757,혼합채권형,2022,-0.49
1758,재간접,2022,-6.86
1759,재간접,2022,-20.18
1760,주식형,2022,-27.64
1761,재간접,2022,-39.79
1762,단기금융,2022,1.26
1763,재간접,2022,-26.19
1764,재간접,2022,-14.38
1765,재간접,2022,6.71
1766,주식형,2022,-23.16
1767,재간접,2022,-26.17
1768,혼합채권형,2022,-12.92
1769,주식형,2022,-14.57
1770,주식형,2022,-16.6
1771,재간접,2022,-6.84
1772,혼합채권형,2022,-0.18
1773,특별자산,2022,-6.24
1774,부동산,2022,-9.38
1775,혼합채권형,2022,-0.73
1776,재간접,2022,-11.3
1777,재간접,2022,-22.01
1778,재간접,2022,-21.52
1779,혼합채권형,2022,-8.5
1780,재간접,2022,-21.14
1781,채권형,2022,-1.91
1782,재간접,2022,-15.81
1783,부동산,2022,-10.72
1784,재간접,2022,-20.22
1785,재간접,2022,-54.53
1786,재간접,2022,-27.85
1787,재간접,2022,-18.85
1788,부동산,2022,-10.48
1789,재간접,2022,-27.87
1790,재간접,2022,-17.55
1791,재간접,2022,-17.96
1792,재간접,2022,-10.71
1793,재간접,2022,-7.26
1794,주식형,2022,-49.11
1795,재간접,2022,-33.46
1796,재간접,2022,-7.26
1797,파생상품,2022,-7.05
1798,재간접,2022,-15.41
1799,재간접,2022,6.24
1800,주식형,2022,-34.02
1801,재간접,2022,1.29
1802,주식형,2022,-32.44
1803,혼합채권형,2022,-6.13
1804,채권형,2022,-31.19
1805,재간접,2022,-20.45
1806,주식형,2022,-37.73
1807,재간접,2022,-11.88
1808,주식형,2022,-24.21
1809,주식형,2022,-37.35
1810,채권형,2022,-4.69
1811,주식형,2022,-44.16
1812,주식형,2022,-6.33
1813,주식형,2022,-33.56
1814,주식형,2022,-23.27
1815,주식형,2022,-30.97
1816,재간접,2022,-27.05
1817,주식형,2022,-15.68
1818,재간접,2022,-13.5
1819,주식형,2022,-47.54
1820,파생상품,2022,-5.89
1821,재간접,2022,-15.73
1822,재간접,2022,-2.82
1823,재간접,2022,-15.57
1824,주식형,2022,-46.15
1825,주식형,2022,-34.8
1826,부동산,2022,-6.46
1827,주식형,2022,-48.05
1828,혼합채권형,2022,-11.59
1829,재간접,2022,5.19
1830,혼합채권형,2022,-3.62
1831,혼합채권형,2022,-1.16
1832,채권형,2022,-12.24
1833,주식형,2022,-36.94
1834,주식형,2022,-28.65
1835,주식형,2022,-39.19
1836,주식형,2022,-25.02
1837,재간접,2022,-7.51
1838,주식형,2022,-48.54
1839,주식형,2022,-31.81
1840,재간접,2022,-36.33
1841,부동산,2022,-3.93
1842,파생상품,2022,-30.68
1843,주식형,2022,-38.22
1844,파생상품,2022,-29.27
1845,주식형,2022,4.98
1846,재간접,2022,-14.42
1847,주식형,2022,-40.17
1848,주식형,2022,-5.15
1849,주식형,2022,-31.18
1850,재간접,2022,-42.64
1851,혼합채권형,2022,-17.78
1852,혼합채권형,2022,-7.96
1853,재간접,2022,-15.61
1854,주식형,2022,-30.49
1855,주식형,2022,-35.9
1856,혼합주식형,2022,-19.03
1857,재간접,2022,-14.51
1858,재간접,2022,-30.96
1859,채권형,2022,-15.79
1860,주식형,2022,-31.5
1861,재간접,2022,-22.27
1862,주식형,2022,-30.64
1863,재간접,2022,-12.29
1864,주식형,2022,-29.2
1865,주식형,2022,-17.8
1866,주식형,2022,-32.37
1867,재간접,2022,-29.25
1868,재간접,2022,-26.94
1869,주식형,2022,-37.36
1870,주식형,2022,-36.08
1871,주식형,2022,-35.67
1872,주식형,2022,-28.96
1873,재간접,2022,-24.66
1874,재간접,2022,-59.37
1875,주식형,2022,-24.3
1876,재간접,2022,-26.24
1877,주식형,2022,-39.29
1878,주식형,2022,-14.52
1879,파생상품,2022,-27.75
1880,주식형,2022,-36.57
1881,재간접,2022,-15.25
1882,단기금융,2021,-0.26
1883,주식형,2021,4.92
1884,주식형,2021,13.4
1885,주식형,2021,9.44
1886,재간접,2021,12.33
1887,재간접,2021,0.65
1888,주식형,2021,5.4
1889,재간접,2021,0.78
1890,재간접,2021,3.07
1891,재간접,2021,29.73
1892,단기금융,2021,0.8
1893,주식형,2021,20.71
1894,재간접,2021,34.37
1895,주식형,2021,23.46
1896,재간접,2021,16.84
1897,재간접,2021,2.51
1898,주식형,2021,28.78
1899,재간접,2021,-1.01
1900,단기금융,2021,0.4
1901,재간접,2021,31.17
1902,혼합주식형,2021,4.33
1903,재간접,2021,19.25
1904,재간접,2021,10.76
1905,주식형,2021,13.7
1906,주식형,2021,12.5
1907,주식형,2021,1.3
1908,재간접,2021,0.55
1909,단기금융,2021,0.7
1910,재간접,2021,8.34
1911,재간접,2021,12.05
1912,재간접,2021,39.11
1913,주식형,2021,-6.1
1914,재간접,2021,19.44
1915,재간접,2021,8.22
1916,주식형,2021,6.23
1917,주식형,2021,5.07
1918,재간접,2021,29.4
1919,단기금융,2021,0.43
1920,재간접,2021,-25.17
1921,주식형,2021,4.78
1922,혼합주식형,2021,7.88
1923,주식형,2021,24.0
1924,재간접,2021,33.41
1925,재간접,2021,24.86
1926,혼합주식형,2021,6.84
1927,혼합채권형,2021,6.22
1928,주식형,2021,-16.17
1929,채권형,2021,0.65
1930,단기금융,2021,0.71
1931,재간접,2021,0.32
1932,재간접,2021,33.15
1933,단기금융,2021,0.62
1934,단기금융,2021,0.57
1935,재간접,2021,67.17
1936,재간접,2021,26.92
1937,재간접,2021,17.62
1938,채권형,2021,-0.58
1939,재간접,2021,3.86
1940,재간접,2021,1.25
1941,주식형,2021,3.9
1942,채권형,2021,-0.43
1943,혼합주식형,2021,137.07
1944,혼합채권형,2021,6.03
1945,재간접,2021,38.58
1946,채권형,2021,-1.33
1947,재간접,2021,44.19
1948,재간접,2021,9.96
1949,혼합주식형,2021,4.53
1950,재간접,2021,-1.71
1951,재간접,2021,17.31
1952,채권형,2021,-3.75
1953,재간접,2021,5.47
1954,재간접,2021,12.76
1955,주식형,2021,11.44
1956,재간접,2021,17.56
1957,주식형,2021,9.43
1958,혼합주식형,2021,112.79
1959,재간접,2021,33.09
1960,재간접,2021,-19.89
1961,단기금융,2021,0.65
1962,채권형,2021,0.87
1963,재간접,2021,54.74
1964,주식형,2021,20.89
1965,주식형,2021,-40.24
1966,주식형,2021,-12.23
1967,재간접,2021,-31.9
1968,주식형,2021,33.14
1969,재간접,2021,-14.82
1970,단기금융,2021,0.78
1971,주식형,2021,13.85
1972,파생상품,2021,29.0
1973,주식형,2021,10.07
1974,재간접,2021,13.26
1975,주식형,2021,27.59
1976,단기금융,2021,0.77
1977,재간접,2021,21.67
1978,재간접,2021,13.4
1979,주식형,2021,24.12
1980,채권형,2021,-1.84
1981,채권형,2021,-1.14
1982,혼합채권형,2021,0.07
1983,재간접,2021,3.81
1984,재간접,2021,7.33
1985,재간접,2021,7.32
1986,재간접,2021,10.0
1987,파생상품,2021,25.44
1988,주식형,2021,15.52
1989,혼합채권형,2021,3.17
1990,재간접,2021,11.57
1991,주식형,2021,27.87
1992,주식형,2021,13.1
1993,단기금융,2021,0.3
1994,재간접,2021,204.5
1995,주식형,2021,9.25
1996,재간접,2021,0.57
1997,재간접,2021,9.43
1998,재간접,2021,73.52
1999,파생상품,2021,5.65
2000,주식형,2021,-9.53
2001,재간접,2021,2.04
2002,재간접,2021,-15.22
2003,재간접,2021,7.96
2004,재간접,2021,7.89
2005,단기금융,2021,0.54
2006,재간접,2021,10.03
2007,주식형,2021,24.17
2008,재간접,2021,13.9
2009,주식형,2021,13.51
2010,채권형,2021,-1.41
2011,혼합채권형,2021,5.1
2012,재간접,2021,29.62
2013,파생상품,2021,2.61
2014,재간접,2021,11.39
2015,재간접,2021,1.26
2016,주식형,2021,3.81
2017,재간접,2021,74.6
2018,채권형,2021,-3.31
2019,단기금융,2021,0.37
2020,재간접,2021,34.41
2021,주식형,2021,13.22
2022,재간접,2021,-3.09
2023,재간접,2021,78.87
2024,채권형,2021,0.28
2025,재간접,2021,1.07
2026,파생상품,2021,5.14
2027,재간접,2021,-50.97
2028,주식형,2021,8.26
2029,재간접,2021,10.34
2030,재간접,2021,6.91
2031,재간접,2021,-0.94
2032,재간접,2021,6.16
2033,주식형,2021,27.66
2034,채권형,2021,-0.07
2035,재간접,2021,12.77
2036,주식형,2021,15.97
2037,재간접,2021,7.89
2038,부동산,2021,22.97
2039,채권형,2021,0.42
2040,주식형,2021,-28.14
2041,재간접,2021,39.4
2042,주식형,2021,35.29
2043,주식형,2021,9.86
2044,주식형,2021,-8.37
2045,주식형,2021,22.79
2046,주식형,2021,2.56
2047,재간접,2021,-11.86
2048,주식형,2021,2.43
2049,재간접,2021,8.89
2050,혼합채권형,2021,2.49
2051,주식형,2021,15.93
2052,단기금융,2021,0.62
2053,재간접,2021,66.52
2054,주식형,2021,21.78
2055,채권형,2021,0.44
2056,혼합주식형,2021,115.7
2057,재간접,2021,31.46
2058,주식형,2021,-27.87
2059,재간접,2021,6.74
2060,주식형,2021,7.4
2061,채권형,2021,-1.87
2062,주식형,2021,16.14
2063,주식형,2021,11.38
2064,재간접,2021,4.81
2065,재간접,2021,5.67
2066,채권형,2021,8.05
2067,재간접,2021,10.29
2068,주식형,2021,-19.43
2069,주식형,2021,-31.76
2070,주식형,2021,6.5
2071,재간접,2021,20.67
2072,주식형,2021,3.4
2073,주식형,2021,64.78
2074,주식형,2021,5.72
2075,혼합채권형,2021,2.86
2076,주식형,2021,20.35
2077,재간접,2021,30.0
2078,재간접,2021,17.69
2079,재간접,2021,9.21
2080,재간접,2021,11.6
2081,주식형,2021,3.63
2082,혼합채권형,2021,1.76
2083,단기금융,2021,0.58
2084,단기금융,2021,0.41
2085,주식형,2021,27.84
2086,주식형,2021,37.49
2087,주식형,2021,-15.75
2088,채권형,2021,-2.32
2089,주식형,2021,6.04
2090,주식형,2021,-4.57
2091,채권형,2021,-3.34
2092,주식형,2021,15.62
2093,주식형,2021,13.28
2094,재간접,2021,16.46
2095,재간접,2021,8.77
2096,채권형,2021,-0.17
2097,재간접,2021,-27.36
2098,재간접,2021,-32.95
2099,재간접,2021,4.96
2100,재간접,2021,8.72
2101,재간접,2021,14.68
2102,혼합채권형,2021,2.84
2103,재간접,2021,58.12
2104,재간접,2021,29.3
2105,재간접,2021,11.99
2106,재간접,2021,79.13
2107,재간접,2021,11.74
2108,주식형,2021,-19.25
2109,재간접,2021,34.69
2110,주식형,2021,19.16
2111,재간접,2021,16.04
2112,혼합채권형,2021,3.16
2113,주식형,2021,5.84
2114,재간접,2021,-0.77
2115,주식형,2021,1.98
2116,주식형,2021,0.0
2117,재간접,2021,23.27
2118,재간접,2021,-2.07
2119,주식형,2021,24.97
2120,혼합채권형,2021,0.79
2121,재간접,2021,1.78
2122,채권형,2021,0.57
2123,주식형,2021,18.71
2124,재간접,2021,39.47
2125,재간접,2021,3.1
2126,주식형,2021,26.43
2127,주식형,2021,4.18
2128,채권형,2021,-2.61
2129,채권형,2021,0.88
2130,재간접,2021,9.48
2131,주식형,2021,-27.17
2132,재간접,2021,10.92
2133,재간접,2021,1.01
2134,재간접,2021,8.4
2135,주식형,2021,30.23
2136,재간접,2021,52.88
2137,재간접,2021,43.6
2138,주식형,2021,13.02
2139,혼합채권형,2021,9.25
2140,혼합채권형,2021,1.46
2141,혼합채권형,2021,9.01
2142,재간접,2021,3.84
2143,재간접,2021,9.75
2144,재간접,2021,8.42
2145,혼합주식형,2021,7.48
2146,재간접,2021,5.41
2147,주식형,2021,38.62
2148,파생상품,2021,35.07
2149,재간접,2021,16.31
2150,재간접,2021,6.31
2151,주식형,2021,58.18
2152,주식형,2021,12.27
2153,주식형,2021,13.65
2154,재간접,2021,14.62
2155,주식형,2021,21.59
2156,재간접,2021,13.08
2157,혼합채권형,2021,5.83
2158,재간접,2021,46.65
2159,주식형,2021,13.42
2160,주식형,2021,13.07
2161,재간접,2021,40.7
2162,파생상품,2021,27.05
2163,재간접,2021,22.09
2164,주식형,2021,14.1
2165,재간접,2021,14.93
2166,재간접,2021,4.75
2167,단기금융,2021,0.65
2168,주식형,2021,-8.88
2169,재간접,2021,13.0
2170,재간접,2021,34.35
2171,재간접,2021,13.76
2172,채권형,2021,0.65
2173,주식형,2021,5.44
2174,채권형,2021,-2.76
2175,재간접,2021,16.85
2176,재간접,2021,49.31
2177,재간접,2021,-33.88
2178,채권형,2021,1.06
2179,재간접,2021,9.65
2180,주식형,2021,-3.3
2181,혼합채권형,2021,4.81
2182,주식형,2021,10.12
2183,주식형,2021,1.58
2184,재간접,2021,6.93
2185,재간접,2021,-2.32
2186,채권형,2021,-0.14
2187,재간접,2021,39.71
2188,재간접,2021,43.09
2189,재간접,2021,20.46
2190,재간접,2021,10.52
2191,혼합주식형,2021,2.15
2192,주식형,2021,16.44
2193,단기금융,2021,0.74
2194,재간접,2021,85.64
2195,재간접,2021,0.97
2196,재간접,2021,13.72
2197,채권형,2021,-0.46
2198,주식형,2021,5.29
2199,단기금융,2021,0.77
2200,주식형,2021,22.93
2201,파생상품,2021,32.4
2202,혼합채권형,2021,3.04
2203,재간접,2021,-8.9
2204,주식형,2021,8.98
2205,주식형,2021,23.47
2206,재간접,2021,-34.03
2207,부동산,2021,32.81
2208,혼합채권형,2021,4.45
2209,주식형,2021,4.9
2210,주식형,2021,16.99
2211,재간접,2021,8.04
2212,재간접,2021,-18.57
2213,채권형,2021,-1.16
2214,주식형,2021,27.78
2215,재간접,2021,4.56
2216,주식형,2021,30.26
2217,채권형,2021,8.15
2218,주식형,2021,12.33
2219,재간접,2021,28.35
2220,주식형,2021,-13.73
2221,채권형,2021,0.77
2222,주식형,2021,20.2
2223,채권형,2021,1.15
2224,채권형,2021,0.58
2225,혼합채권형,2021,4.84
2226,주식형,2021,21.45
2227,재간접,2021,-3.3
2228,혼합채권형,2021,8.45
2229,주식형,2021,-61.78
2230,재간접,2021,3.05
2231,재간접,2021,35.99
2232,재간접,2021,58.49
2233,단기금융,2021,0.73
2234,주식형,2021,-30.21
2235,재간접,2021,20.49
2236,혼합채권형,2021,-0.88
2237,주식형,2021,-14.62
2238,재간접,2021,5.91
2239,주식형,2021,21.46
2240,혼합주식형,2021,-2.37
2241,재간접,2021,19.66
2242,혼합주식형,2021,8.1
2243,주식형,2021,14.73
2244,주식형,2021,-0.82
2245,재간접,2021,12.38
2246,혼합주식형,2021,5.09
2247,채권형,2021,0.88
2248,재간접,2021,11.62
2249,주식형,2021,26.47
2250,혼합채권형,2021,4.01
2251,주식형,2021,37.6
2252,채권형,2021,0.86
2253,재간접,2021,7.05
2254,혼합채권형,2021,1.5
2255,재간접,2021,32.71
2256,혼합채권형,2021,2.62
2257,채권형,2021,-1.79
2258,특별자산,2021,2.57
2259,주식형,2021,-8.35
2260,주식형,2021,13.99
2261,주식형,2021,11.73
2262,혼합주식형,2021,0.63
2263,주식형,2021,0.0
2264,주식형,2021,0.54
2265,단기금융,2021,0.4
2266,주식형,2021,16.45
2267,재간접,2021,-2.82
2268,주식형,2021,26.34
2269,혼합자산,2021,1.4
2270,재간접,2021,85.5
2271,재간접,2021,-2.1
2272,주식형,2021,23.47
2273,재간접,2021,0.99
2274,재간접,2021,14.07
2275,재간접,2021,2.2
2276,주식형,2021,-1.97
2277,단기금융,2021,0.73
2278,주식형,2021,9.51
2279,재간접,2021,26.89
2280,주식형,2021,-15.99
2281,주식형,2021,56.96
2282,재간접,2021,-14.54
2283,주식형,2021,19.42
2284,채권형,2021,-1.93
2285,주식형,2021,39.55
2286,주식형,2021,11.95
2287,주식형,2021,54.07
2288,채권형,2021,-3.05
2289,재간접,2021,2.32
2290,재간접,2021,29.66
2291,부동산,2021,22.3
2292,재간접,2021,2.47
2293,재간접,2021,-1.66
2294,주식형,2021,41.2
2295,재간접,2021,41.87
2296,재간접,2021,21.37
2297,재간접,2021,-1.39
2298,주식형,2021,76.17
2299,재간접,2021,30.02
2300,단기금융,2021,0.21
2301,주식형,2021,10.62
2302,주식형,2021,-25.37
2303,혼합채권형,2021,0.17
2304,재간접,2021,38.33
2305,재간접,2021,70.85
2306,재간접,2021,31.19
2307,채권형,2021,-3.11
2308,단기금융,2021,0.66
2309,주식형,2021,44.97
2310,파생상품,2021,6.82
2311,재간접,2021,-2.23
2312,재간접,2021,-8.55
2313,혼합주식형,2021,5.02
2314,재간접,2021,21.13
2315,파생상품,2021,43.73
2316,주식형,2021,-13.11
2317,재간접,2021,2.67
2318,주식형,2021,33.91
2319,주식형,2021,24.0
2320,주식형,2021,19.15
2321,주식형,2021,25.82
2322,주식형,2021,16.72
2323,재간접,2021,15.87
2324,파생상품,2021,-7.89
2325,주식형,2021,20.03
2326,재간접,2021,-7.66
2327,재간접,2021,0.0
2328,재간접,2021,3.25
2329,파생상품,2021,1.93
2330,혼합주식형,2021,0.16
2331,주식형,2021,27.5
2332,재간접,2021,7.81
2333,단기금융,2021,0.52
2334,주식형,2021,44.59
2335,재간접,2021,-28.41
2336,재간접,2021,1.76
2337,재간접,2021,52.29
2338,파생상품,2021,4.35
2339,주식형,2021,20.79
2340,채권형,2021,10.91
2341,재간접,2021,27.56
2342,주식형,2021,12.26
2343,재간접,2021,4.25
2344,단기금융,2021,0.61
2345,주식형,2021,0.24
2346,주식형,2021,12.52
2347,단기금융,2021,0.65
2348,주식형,2021,7.05
2349,재간접,2021,0.0
2350,혼합채권형,2021,7.73
2351,주식형,2021,0.0
2352,주식형,2021,20.05
2353,재간접,2021,42.28
2354,주식형,2021,24.09
2355,주식형,2021,50.16
2356,파생상품,2021,32.46
2357,재간접,2021,11.28
2358,재간접,2021,4.14
2359,재간접,2021,4.58
2360,주식형,2021,13.94
2361,혼합주식형,2021,57.15
2362,주식형,2021,2.64
2363,주식형,2021,11.02
2364,주식형,2021,26.76
2365,혼합채권형,2021,1.49
2366,주식형,2021,-17.48
2367,재간접,2021,69.55
2368,재간접,2021,12.08
2369,재간접,2021,85.84
2370,주식형,2021,2.4
2371,재간접,2021,-18.71
2372,주식형,2021,21.36
2373,주식형,2021,26.66
2374,재간접,2021,16.26
2375,주식형,2021,6.18
2376,주식형,2021,22.55
2377,혼합채권형,2021,6.92
2378,혼합채권형,2021,3.41
2379,채권형,2021,0.66
2380,재간접,2021,12.91
2381,주식형,2021,13.34
2382,재간접,2021,31.58
2383,혼합채권형,2021,4.02
2384,주식형,2021,12.24
2385,혼합채권형,2021,5.54
2386,채권형,2021,-0.95
2387,재간접,2021,36.18
2388,주식형,2021,26.29
2389,파생상품,2021,44.63
2390,주식형,2021,18.28
2391,주식형,2021,9.7
2392,혼합자산,2021,1.37
2393,파생상품,2021,2.88
2394,채권형,2021,0.87
2395,재간접,2021,35.0
2396,주식형,2021,63.81
2397,주식형,2021,5.09
2398,혼합채권형,2021,5.98
2399,재간접,2021,-0.84
2400,단기금융,2021,-0.21
2401,재간접,2021,0.0
2402,혼합채권형,2021,-0.65
2403,재간접,2021,10.78
2404,재간접,2021,56.74
2405,주식형,2021,-34.67
2406,혼합주식형,2021,0.17
2407,주식형,2021,10.35
2408,재간접,2021,18.88
2409,재간접,2021,17.54
2410,채권형,2021,2.25
2411,혼합채권형,2021,4.59
2412,재간접,2021,21.32
2413,주식형,2021,42.86
2414,혼합채권형,2021,0.2
2415,주식형,2021,-33.85
2416,재간접,2021,16.0
2417,재간접,2021,24.6
2418,재간접,2021,4.75
2419,혼합채권형,2021,-1.12
2420,혼합채권형,2021,4.71
2421,파생상품,2021,29.2
2422,주식형,2021,-6.7
2423,주식형,2021,-44.34
2424,재간접,2021,11.12
2425,재간접,2021,5.41
2426,재간접,2021,15.95
2427,재간접,2021,8.04
2428,재간접,2021,5.28
2429,재간접,2021,-10.05
2430,재간접,2021,11.25
2431,혼합채권형,2021,4.24
2432,채권형,2021,-1.38
2433,주식형,2021,3.93
2434,주식형,2021,43.86
2435,주식형,2021,-42.96
2436,파생상품,2021,13.16
2437,혼합주식형,2021,0.02
2438,채권형,2021,0.45
2439,부동산,2021,27.12
2440,혼합자산,2021,1.83
2441,주식형,2021,24.56
2442,주식형,2021,-9.84
2443,재간접,2021,9.66
2444,채권형,2021,0.85
2445,재간접,2021,6.66
2446,재간접,2021,7.43
2447,주식형,2021,39.73
2448,채권형,2021,1.05
2449,재간접,2021,33.79
2450,주식형,2021,1.21
2451,혼합채권형,2021,-2.18
2452,재간접,2021,-1.15
2453,재간접,2021,5.45
2454,주식형,2021,9.66
2455,재간접,2021,6.54
2456,재간접,2021,11.53
2457,재간접,2021,3.21
2458,재간접,2021,8.26
2459,재간접,2021,11.78
2460,주식형,2021,0.0
2461,주식형,2021,-1.08
2462,재간접,2021,21.49
2463,재간접,2021,14.91
2464,주식형,2021,-7.26
2465,재간접,2021,4.69
2466,혼합주식형,2021,0.35
2467,주식형,2021,22.06
2468,주식형,2021,8.9
2469,재간접,2021,11.01
2470,주식형,2021,0.0
2471,주식형,2021,-7.96
2472,재간접,2021,9.8
2473,재간접,2021,16.14
2474,혼합채권형,2021,3.79
2475,부동산,2021,16.91
2476,재간접,2021,2.99
2477,주식형,2021,38.91
2478,주식형,2021,-38.65
2479,주식형,2021,-2.51
2480,재간접,2021,2.74
2481,주식형,2021,22.85
2482,재간접,2021,-1.32
2483,재간접,2021,35.2
2484,주식형,2021,-27.59
2485,주식형,2021,4.85
2486,재간접,2021,9.71
2487,주식형,2021,0.0
2488,주식형,2021,7.83
2489,혼합채권형,2021,1.39
2490,재간접,2021,17.68
2491,주식형,2021,54.08
2492,파생상품,2021,45.4
2493,주식형,2021,23.27
2494,부동산,2021,26.93
2495,재간접,2021,6.01
2496,재간접,2021,-1.28
2497,파생상품,2021,27.64
2498,재간접,2021,-2.21
2499,주식형,2021,2.14
2500,파생상품,2021,6.04
2501,채권형,2021,-0.91
2502,채권형,2021,0.04
2503,재간접,2021,34.12
2504,재간접,2021,12.24
2505,재간접,2021,11.56
2506,혼합채권형,2021,0.77
2507,재간접,2021,6.44
2508,주식형,2021,6.13
2509,재간접,2021,-5.73
2510,혼합주식형,2021,10.5
2511,채권형,2021,-2.88
2512,재간접,2021,37.56
2513,혼합채권형,2021,7.22
2514,혼합채권형,2021,1.63
2515,혼합채권형,2021,6.67
2516,주식형,2021,19.95
2517,재간접,2021,11.19
2518,혼합주식형,2021,51.3
2519,주식형,2021,15.93
2520,혼합채권형,2021,-6.11
2521,채권형,2021,-0.33
2522,재간접,2021,15.55
2523,혼합채권형,2021,0.0
2524,재간접,2021,4.55
2525,혼합채권형,2021,7.28
2526,단기금융,2021,0.94
2527,주식형,2021,6.6
2528,혼합채권형,2021,11.13
2529,혼합주식형,2021,1.61
2530,재간접,2021,19.08
2531,주식형,2021,18.41
2532,재간접,2021,1.93
2533,재간접,2021,-1.19
2534,재간접,2021,15.96
2535,재간접,2021,-0.04
2536,주식형,2021,-86.99
2537,혼합채권형,2021,5.79
2538,주식형,2021,27.26
2539,주식형,2021,0.13
2540,주식형,2021,30.19
2541,재간접,2021,8.75
2542,주식형,2021,0.0
2543,재간접,2021,32.3
2544,재간접,2021,37.97
2545,재간접,2021,17.65
2546,파생상품,2021,59.56
2547,재간접,2021,15.52
2548,주식형,2021,36.1
2549,부동산,2021,24.36
2550,파생상품,2021,2.18
2551,주식형,2021,22.52
2552,혼합채권형,2021,0.63
2553,재간접,2021,-24.96
2554,재간접,2021,26.66
2555,주식형,2021,40.54
2556,재간접,2021,-42.67
2557,파생상품,2021,58.08
2558,재간접,2021,13.27
2559,주식형,2021,10.07
2560,혼합주식형,2021,2.38
2561,주식형,2021,1.54
2562,재간접,2021,16.98
2563,재간접,2021,-25.22
2564,재간접,2021,17.02
2565,재간접,2021,17.8
2566,채권형,2021,0.9
2567,혼합채권형,2021,2.42
2568,단기금융,2021,0.72
2569,주식형,2021,0.0
2570,혼합자산,2021,-1.73
2571,재간접,2021,0.0
2572,주식형,2021,19.62
2573,재간접,2021,1.22
2574,재간접,2021,11.77
2575,주식형,2021,6.45
2576,재간접,2021,3.44
2577,주식형,2021,-12.13
2578,주식형,2021,50.2
2579,혼합자산,2021,1.6
2580,주식형,2021,72.1
2581,혼합주식형,2021,7.21
2582,재간접,2021,2.88
2583,재간접,2021,34.3
2584,재간접,2021,7.73
2585,재간접,2021,42.4
2586,재간접,2021,-3.76
2587,주식형,2021,5.71
2588,재간접,2021,-8.63
2589,재간접,2021,24.54
2590,주식형,2021,31.41
2591,재간접,2021,13.18
2592,채권형,2021,-1.54
2593,파생상품,2021,-0.24
2594,주식형,2021,17.87
2595,주식형,2021,68.04
2596,재간접,2021,1.17
2597,주식형,2021,17.17
2598,혼합주식형,2021,7.91
2599,재간접,2021,78.58
2600,채권형,2021,-3.12
2601,채권형,2021,-3.64
2602,재간접,2021,-8.71
2603,채권형,2021,0.5
2604,재간접,2021,23.99
2605,재간접,2021,-5.67
2606,재간접,2021,8.53
2607,재간접,2021,17.43
2608,주식형,2021,36.32
2609,재간접,2021,-12.79
2610,주식형,2021,11.46
2611,부동산,2021,27.03
2612,혼합주식형,2021,-2.17
2613,주식형,2021,35.38
2614,주식형,2021,-3.38
2615,단기금융,2021,0.41
2616,재간접,2021,17.45
2617,주식형,2021,20.78
2618,주식형,2021,15.62
2619,재간접,2021,32.09
2620,파생상품,2021,26.83
2621,주식형,2021,32.72
2622,주식형,2021,0.7
2623,주식형,2021,17.05
2624,혼합자산,2021,5.09
2625,재간접,2021,-15.63
2626,혼합자산,2021,19.83
2627,부동산,2021,25.03
2628,재간접,2021,45.28
2629,주식형,2021,29.54
2630,주식형,2021,10.02
2631,주식형,2021,1.56
2632,혼합채권형,2021,1.4
2633,재간접,2021,4.63
2634,채권형,2021,0.44
2635,재간접,2021,6.38
2636,재간접,2021,61.69
2637,재간접,2021,15.71
2638,재간접,2021,4.79
2639,파생상품,2021,8.57
2640,주식형,2021,18.92
2641,특별자산,2021,1.56
2642,재간접,2021,0.73
2643,파생상품,2021,-4.17
2644,파생상품,2021,-25.06
2645,채권형,2021,-0.47
2646,주식형,2021,26.41
2647,재간접,2021,-1.86
2648,혼합주식형,2021,-0.17
2649,채권형,2021,2.85
2650,재간접,2021,0.0
2651,재간접,2021,15.8
2652,재간접,2021,-0.92
2653,재간접,2021,7.43
